Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
ggraph,D:/software/R/R-3.6.3/library,2.0.2,NA,"R (>= 2.10), ggplot2 (>= 3.0.0)","Rcpp (>= 0.12.2), dplyr, ggforce (>= 0.3.1), grid, igraph (>=
1.0.0), scales, MASS, digest, gtable, ggrepel, utils, stats,
viridis, rlang, tidygraph, graphlayouts (>= 0.5.0)",Rcpp,"network, knitr, rmarkdown, purrr, tibble, seriation, deldir,
gganimate",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
ggrepel,D:/software/R/R-3.6.3/library,0.8.2,NA,"R (>= 3.0.0), ggplot2 (>= 2.2.0)","grid, Rcpp, scales (>= 0.3.0)",Rcpp,"knitr, rmarkdown, testthat, gridExtra, devtools, prettydoc",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
ggridges,D:/software/R/R-3.6.3/library,0.5.2,NA,R (>= 3.2),"ggplot2 (>= 3.0.0), grid (>= 3.0.0), plyr (>= 1.8.0), scales
(>= 0.4.1), withr (>= 2.1.1)",NA,"covr, dplyr, patchwork, ggplot2movies, forcats, knitr,
rmarkdown, testthat, vdiffr",NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,3.6.3
ggsci,D:/software/R/R-3.6.3/library,2.9,NA,R (>= 3.0.2),"grDevices, scales, ggplot2 (>= 2.0.0)",NA,"knitr, rmarkdown, gridExtra, reshape2",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
ggsignif,D:/software/R/R-3.6.3/library,0.6.0,NA,NA,ggplot2 (>= 2.0.0),NA,"testthat, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
ggstance,D:/software/R/R-3.6.3/library,0.3.4,NA,R (>= 3.1.0),"ggplot2 (>= 3.2.0), plyr, rlang, withr (>= 2.0.0)",NA,"Hmisc, testthat, vdiffr (>= 0.3.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
ggthemes,D:/software/R/R-3.6.3/library,4.2.0,NA,R (>= 3.3.0),"ggplot2 (>= 3.0.0), graphics, grid, methods, purrr, scales,
stringr, tibble",NA,"dplyr, covr, extrafont, glue, knitr, lattice, lintr, maps,
mapproj, pander, rlang, rmarkdown, spelling, testthat, tidyr,
vdiffr, withr",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
gh,D:/software/R/R-3.6.3/library,1.1.0,NA,NA,"cli, ini, jsonlite, httr (>= 1.2)",NA,"covr, keyring, pingr, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
gifski,D:/software/R/R-3.6.3/library,0.8.6,NA,NA,NA,NA,"ggplot2, gapminder",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
gistr,D:/software/R/R-3.6.3/library,0.5.0,NA,NA,"jsonlite (>= 1.4), httr (>= 1.2.0), magrittr, assertthat,
knitr, rmarkdown, dplyr",NA,"git2r, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
git2r,D:/software/R/R-3.6.3/library,0.26.1,NA,R (>= 3.1),"graphics, utils",NA,getPass,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
glasso,D:/software/R/R-3.6.3/library,1.11,NA,NA,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
glmertree,D:/software/R/R-3.6.3/library,0.2-0,NA,"R (>= 3.1.0), lme4, partykit (>= 1.0-4)","graphics, stats, utils, Formula",NA,"vcd, lattice",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
GLMMadaptive,D:/software/R/R-3.6.3/library,0.6-8,NA,NA,"MASS, nlme, parallel, matrixStats",NA,"lattice, knitr, rmarkdown, pkgdown, multcomp, emmeans,
estimability, effects, DHARMa, optimParallel",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
glmmML,D:/software/R/R-3.6.3/library,1.1.0,NA,R (>= 2.13.0),NA,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.0
glmmsr,D:/software/R/R-3.6.3/library,0.2.3,NA,R (>= 3.2.0),"lme4 (>= 1.1-8), Matrix, R6, Rcpp, methods, stats, utils,
numDeriv","Rcpp, RcppEigen, BH","BradleyTerry2, knitr, mdhglm, rmarkdown, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
glmmTMB,D:/software/R/R-3.6.3/library,1.0.1,NA,R (>= 3.2.0),"methods, TMB (>= 1.7.14), lme4 (>= 1.1-18.9000), Matrix, nlme","TMB, RcppEigen","knitr, rmarkdown, testthat, MASS, lattice, ggplot2 (>=
2.2.1), mlmRev, bbmle (>= 1.0.19), pscl, coda, reshape2, car
(>= 3.0.6), emmeans (>= 1.4), estimability, DHARMa, multcomp,
MuMIn, effects (>= 4.0-1), dotwhisker, broom, broom.mixed,
plyr, png, boot, texreg, xtable, huxtable",NA,AGPL-3,NA,NA,NA,NA,yes,3.6.3
glmnet,D:/software/R/R-3.6.3/library,3.0-2,NA,"R (>= 3.6.0), Matrix (>= 1.0-6)","methods, utils, foreach, shape",NA,"survival, knitr, lars",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
glmnetUtils,D:/software/R/R-3.6.3/library,1.1.5,NA,NA,"stats, graphics, grDevices, glmnet, parallel, Matrix",NA,"knitr, rmarkdown, MASS, doParallel, testthat",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
globals,D:/software/R/R-3.6.3/library,0.12.5,NA,R (>= 3.1.2),codetools,NA,NA,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.1
glue,D:/software/R/R-3.6.3/library,1.4.0,NA,R (>= 3.1),methods,NA,"testthat, covr, magrittr, crayon, knitr, rmarkdown, DBI,
RSQLite, R.utils, forcats, microbenchmark, rprintf, stringr,
ggplot2, dplyr, withr, vctrs (>= 0.2.2)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
gmailr,D:/software/R/R-3.6.3/library,1.0.0,NA,R (>= 3.0.0),"base64enc, crayon, gargle, httr, jsonlite, lifecycle,
magrittr, mime, rematch2",NA,"covr, knitr, methods, sodium, rmarkdown, testthat, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
gmm,D:/software/R/R-3.6.3/library,1.6-4,NA,"R (>= 2.10.0), sandwich","stats, methods, grDevices, graphics",NA,"mvtnorm, car, stabledist, MASS, timeDate, timeSeries",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
gmodels,D:/software/R/R-3.6.3/library,2.18.1,NA,R (>= 1.9.0),"MASS, gdata",NA,"gplots, gtools, Matrix, nlme, lme4 (>= 0.999999-0)",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
gmp,D:/software/R/R-3.6.3/library,0.5-13.6,NA,R (>= 3.0.0),methods,NA,Rmpfr,NA,GPL,NA,NA,NA,NA,yes,3.6.3
gnm,D:/software/R/R-3.6.3/library,1.1-1,NA,R (>= 3.0.0),"graphics, grDevices, MASS, Matrix, methods, nnet, qvcalc (>=
0.8-3), relimp, stats, utils",NA,"testthat, vcdExtra",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
gof,D:/software/R/R-3.6.3/library,1.0.1,NA,"R (>= 3.3), lava (>= 1.6.3)","methods, mets (>= 1.0.0), Rcpp (>= 1.0.0),","Rcpp, RcppArmadillo","futile.logger, testthat (>= 0.11), numDeriv",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
googlePolylines,D:/software/R/R-3.6.3/library,0.7.2,NA,R (>= 3.3.0),Rcpp (>= 0.12.13),"Rcpp, BH","covr, knitr, rmarkdown, sf, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
googleVis,D:/software/R/R-3.6.3/library,0.6.4,NA,R (>= 3.0.2),"methods, jsonlite, utils",NA,"shiny (>= 0.4.0), httpuv (>= 1.2.0), knitr (>= 1.5), wbstats,
data.table",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
gower,D:/software/R/R-3.6.3/library,0.2.1,NA,NA,NA,NA,"tinytest (>= 0.9.3),",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
GPareto,D:/software/R/R-3.6.3/library,1.1.4.1,NA,"DiceKriging, emoa","Rcpp (>= 0.12.15), methods, rgenoud, pbivnorm, pso,
randtoolbox, KrigInv, MASS, DiceDesign, ks, rgl",Rcpp,knitr,NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
GPArotation,D:/software/R/R-3.6.3/library,2014.11-1,NA,R (>= 2.0.0),NA,NA,NA,NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,no,3.6.0
GPfit,D:/software/R/R-3.6.3/library,1.0-8,NA,NA,"lhs (>= 0.5), lattice (>= 0.18-8)",NA,testthat,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
gplots,D:/software/R/R-3.6.3/library,3.0.3,NA,R (>= 3.0),"gtools, gdata, stats, caTools, KernSmooth",NA,"grid, MASS, knitr",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
graphics,D:/software/R/R-3.6.3/library,3.6.3,base,NA,grDevices,NA,NA,NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
graphlayouts,D:/software/R/R-3.6.3/library,0.6.0,NA,R (>= 3.2.0),"igraph, Rcpp","Rcpp, RcppArmadillo","oaqc, testthat, ggraph, ggplot2, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
grDevices,D:/software/R/R-3.6.3/library,3.6.3,base,NA,NA,NA,KernSmooth,NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
grid,D:/software/R/R-3.6.3/library,3.6.3,base,NA,"grDevices, utils",NA,lattice,NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
gridBase,D:/software/R/R-3.6.3/library,0.4-7,NA,R (>= 2.3.0),"graphics, grid",NA,lattice,NA,GPL,NA,NA,NA,NA,no,3.6.3
gridExtra,D:/software/R/R-3.6.3/library,2.3,NA,NA,"gtable, grid, grDevices, graphics, utils",NA,"ggplot2, egg, lattice, knitr, testthat",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
gridGraphics,D:/software/R/R-3.6.3/library,0.5-0,NA,"grid, graphics",grDevices,NA,"magick (>= 1.3), pdftools (>= 1.6)",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
grouped,D:/software/R/R-3.6.3/library,0.6-0,NA,"R(>= 2.0.0), MASS",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.6.3
gsl,D:/software/R/R-3.6.3/library,2.1-6,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,yes,3.6.0
gss,D:/software/R/R-3.6.3/library,2.1-12,NA,"R (>= 3.0.0), stats",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
gstat,D:/software/R/R-3.6.3/library,2.0-5,NA,R (>= 2.10),"utils, stats, graphics, methods, lattice, sp (>= 0.9-72), zoo,
spacetime (>= 1.0-0), FNN",NA,"fields, maps, mapdata, maptools, rgdal (>= 0.5.2), rgeos, sf
(>= 0.7-2), stars (>= 0.3-0), xts, raster, future, future.apply",NA,GPL (>= 2.0),NA,NA,NA,NA,yes,3.6.3
gtable,D:/software/R/R-3.6.3/library,0.3.0,NA,R (>= 3.0),grid,NA,"covr, testthat, knitr, rmarkdown, ggplot2, profvis",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
gtools,D:/software/R/R-3.6.3/library,3.8.2,NA,"methods, stats, utils",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
Guerry,D:/software/R/R-3.6.3/library,1.7.0,NA,R (>= 2.10),sp,NA,"spdep, ade4, maptools, RColorBrewer",NA,GPL,NA,NA,NA,NA,no,3.6.3
gutenbergr,D:/software/R/R-3.6.3/library,0.1.5,NA,R (>= 2.10),"dplyr, readr, purrr, urltools, stringr, lazyeval",NA,"knitr, rmarkdown, testthat, tidytext, ggplot2, tidyr, curl",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
h2o,D:/software/R/R-3.6.3/library,3.30.0.1,NA,"R (>= 2.13.0), methods, stats","graphics, tools, utils, RCurl, jsonlite",NA,"ggplot2, mlbench, Matrix, slam, bit64 (>= 0.9.7), data.table
(>= 1.9.8), rgl (>= 0.100.19), plot3Drgl (>= 1.0.1), survival",NA,Apache License (== 2.0),NA,NA,NA,NA,no,3.6.3
haven,D:/software/R/R-3.6.3/library,2.2.0,NA,R (>= 3.2),"forcats (>= 0.2.0), hms, Rcpp (>= 0.11.4), readr (>= 0.1.0),
rlang (>= 0.4.0), tibble, tidyselect",Rcpp,"covr, fs, knitr, rmarkdown, testthat, pillar (>= 1.4.0), cli,
crayon",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
hdi,D:/software/R/R-3.6.3/library,0.1-7,NA,scalreg,"grDevices, graphics, stats, parallel, MASS, glmnet, linprog",NA,Matrix,NA,GPL,NA,NA,NA,NA,no,3.6.3
heatmaply,D:/software/R/R-3.6.3/library,1.1.0,NA,"R (>= 3.0.0), plotly (>= 4.7.1), viridis","ggplot2 (>= 2.2.0), dendextend (>= 1.12.0), magrittr (>=
1.0.1), reshape2, scales, seriation, utils, stats, grDevices,
methods, colorspace, RColorBrewer, htmlwidgets, webshot,
assertthat, egg",NA,"knitr, covr, gplots, tidyselect, rmarkdown, testthat",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
heplots,D:/software/R/R-3.6.3/library,1.3-5,NA,"R (>= 2.10), car","MASS, graphics, grDevices, stats, utils",NA,"rgl, candisc, effects, reshape, gplots, nlme, lattice,
reshape2, corrgram, FRB, animation, mvinfluence",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
here,D:/software/R/R-3.6.3/library,0.1,NA,NA,rprojroot (>= 1.2),NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.3
hexbin,D:/software/R/R-3.6.3/library,1.28.1,NA,"R (>= 2.0.1), methods","lattice, grid, graphics, grDevices, stats, utils",NA,"marray, affy, Biobase, limma, knitr",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
highcharter,D:/software/R/R-3.6.3/library,0.7.0,NA,R (>= 2.10),"htmlwidgets, magrittr, purrr, rlist, assertthat, zoo, dplyr
(>= 0.7.0), tibble (>= 1.1), stringr, broom, xts, quantmod,
tidyr, htmltools, jsonlite, igraph, lubridate, crosstalk, yaml,
rlang(>= 0.1.1), whisker",NA,"knitr, rmarkdown, survival, ggplot2, httr, viridisLite,
shiny, MASS, gapminder",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
highlight,D:/software/R/R-3.6.3/library,0.5.0,NA,R (>= 3.2),"grDevices, tools",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
HistData,D:/software/R/R-3.6.3/library,0.8-6,NA,NA,NA,NA,"gtools, KernSmooth, maps, ggplot2, scales, proto, grid,
reshape, plyr, lattice, jpeg, car, gplots, sp, heplots, knitr,
rmarkdown, effects, lubridate, gridExtra, vcd, MASS",NA,GPL,NA,NA,NA,NA,no,3.6.3
Hmisc,D:/software/R/R-3.6.3/library,4.4-0,NA,"lattice, survival (>= 3.1-6), Formula, ggplot2 (>= 2.2)","methods, latticeExtra, cluster, rpart, nnet, acepack, foreign,
gtable, grid, gridExtra, data.table, htmlTable (>= 1.11.0),
viridis, htmltools, base64enc",NA,"chron, rms, mice, tables, knitr, ff, ffbase, plotly (>=
4.5.6), rlang",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
hms,D:/software/R/R-3.6.3/library,0.5.3,NA,NA,"methods, pkgconfig, rlang, vctrs (>= 0.2.1)",NA,"crayon, lubridate, pillar (>= 1.1.0), testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
hoa,D:/software/R/R-3.6.3/library,2.1.4.1,NA,R (>= 3.0.0),"graphics, statmod, stats, survival, utils",NA,"boot, csampling",NA,GPL (>= 2) | file LICENCE,NA,NA,NA,NA,no,3.6.3
hrbrthemes,D:/software/R/R-3.6.3/library,0.8.0,NA,R (>= 3.4.0),"ggplot2 (>= 3.3.0), grDevices, grid, scales, extrafont, knitr,
rmarkdown, htmltools, tools, magrittr, gdtools",NA,"testthat, dplyr, gridExtra, hunspell, stringi, gcookbook,
clipr, vdiffr, svglite",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
HSAUR,D:/software/R/R-3.6.3/library,1.3-9,NA,"R (>= 2.2.0), tools",NA,NA,"lattice, MASS, scatterplot3d (>= 0.3-23), ape (>= 1.6), coin
(>= 1.1-3), flexmix (>= 1.1-0), gee (>= 4.13-10), lme4 (>=
0.98-1), mclust (>= 3.0-0), party (>= 0.2-8), randomForest (>=
4.5-12), rmeta (>= 2.12), vcd (>= 0.9-3), survival, KernSmooth,
rpart, mvtnorm, Matrix, boot, TH.data",NA,GPL,NA,NA,NA,NA,no,3.6.3
HSAUR2,D:/software/R/R-3.6.3/library,1.1-17,NA,"R (>= 2.2.0), tools",NA,NA,"lattice, MASS, scatterplot3d (>= 0.3-23), alr3, ape (>= 1.6),
coin (>= 1.1-3), flexmix (>= 1.1-0), gee (>= 4.13-10), lme4 (>=
0.98-1), mclust (>= 3.0-0), party (>= 0.2-8), randomForest (>=
4.5-12), rmeta (>= 2.12), vcd (>= 0.9-3), survival, rpart,
gamair, multcomp (>= 1.0-3), sandwich, mboost, KernSmooth,
Matrix, boot, mgcv, mvtnorm, partykit, wordcloud, TH.data",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
HSAUR3,D:/software/R/R-3.6.3/library,1.0-9,NA,"R (>= 3.0.0), tools",NA,NA,"boot (>= 1.3-9), lattice (>= 0.20-23), MASS (>= 7.3-29), mgcv
(>= 1.7-27), rpart (>= 4.1-4), survival (>= 2.37-4), alr3 (>=
2.0.5), ape (>= 3.0-11), coin (>= 1.1-3), flexmix (>= 2.3-11),
Formula (>= 1.1-1), gamair (>= 0.0.8), gamlss.data (>= 4.2.6),
gee (>= 4.13-18), KernSmooth (>= 2.23-10), lme4 (>= 1.0-5),
maps (>= 2.3-6), maptools (>= 0.8-27), mboost (>= 2.2-3),
mclust (>= 4.2), mlbench (>= 2.1-1), mice (>= 2.18), multcomp
(>= 1.3-1), mvtnorm (>= 0.9-9996), partykit (>= 0.8-0),
quantreg (>= 5.05), randomForest (>= 4.6-7), rmeta (>= 2.16),
sandwich (>= 2.3-0), scatterplot3d (>= 0.3-34), sp (>= 1.0-14),
TH.data (>= 1.0-2), vcd (>= 1.3-1), wordcloud (>= 2.4)",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
htmlTable,D:/software/R/R-3.6.3/library,1.13.3,NA,NA,"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xtable, ztable, Hmisc, reshape, rmarkdown,
pander, chron, lubridate, tibble, tidyr (>= 0.7.2), dplyr (>=
0.7.4)",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
htmltools,D:/software/R/R-3.6.3/library,0.4.0,NA,R (>= 2.14.1),"utils, digest, Rcpp, rlang",Rcpp,"markdown, testthat, withr",knitr,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
htmlwidgets,D:/software/R/R-3.6.3/library,1.5.1,NA,NA,"grDevices, htmltools (>= 0.3), jsonlite (>= 0.9.16), yaml",NA,knitr (>= 1.8),shiny (>= 1.1),MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
httpcode,D:/software/R/R-3.6.3/library,0.3.0,NA,NA,NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
httpuv,D:/software/R/R-3.6.3/library,1.5.2,NA,R (>= 2.15.1),"Rcpp (>= 0.11.0), utils, R6, promises, later (>= 0.8.0)","Rcpp, BH, later","testthat, callr, curl, websocket",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.3
httr,D:/software/R/R-3.6.3/library,1.4.1,NA,R (>= 3.2),"curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6",NA,"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
huge,D:/software/R/R-3.6.3/library,1.3.4.1,NA,R (>= 3.0.0),"Matrix, igraph, MASS, grDevices, graphics, methods, stats,
utils, Rcpp","Rcpp, RcppEigen",NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
hunspell,D:/software/R/R-3.6.3/library,3,NA,R (>= 3.0.2),"Rcpp, digest",Rcpp (>= 0.12.12),"spelling, testthat, pdftools, janeaustenr, wordcloud2, knitr,
stopwords, rmarkdown",NA,GPL-2 | LGPL-2.1 | MPL-1.1,NA,NA,NA,NA,yes,3.6.3
huxtable,D:/software/R/R-3.6.3/library,4.7.1,NA,NA,"assertthat, generics, glue, memoise, rlang, stats, stringr (>=
1.2.0), tibble, tidyselect, utils",NA,"bookdown, broom (>= 0.5.1), broom.mixed, covr, crayon,
devtools, dplyr, flextable, ggplot2, httr, knitr, lazyeval,
lme4, lmtest, nlme, nnet, officer, openxlsx, psych, rmarkdown,
sandwich, scales, testthat, tinytex",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
ICE,D:/software/R/R-3.6.3/library,0.69,NA,"R (>= 2.0.1), KernSmooth, stats",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
ICsurv,D:/software/R/R-3.6.3/library,1,NA,NA,"MASS (>= 7.3-33), matrixcalc (>= 1.0-3)",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
igraph,D:/software/R/R-3.6.3/library,1.2.5,NA,methods,"graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
stats, utils",NA,"ape, digest, graph, igraphdata, rgl, scales, stats4, tcltk,
testthat, withr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
igraphdata,D:/software/R/R-3.6.3/library,1.0.1,NA,R (>= 2.10),NA,NA,igraph (>= 1.0.0),NA,CC BY-SA 4.0 + file LICENSE,NA,NA,NA,NA,no,3.6.3
imbalance,D:/software/R/R-3.6.3/library,1.0.2.1,NA,R (>= 3.3.0),"bnlearn, KernelKnn, ggplot2, utils, stats, mvtnorm, Rcpp,
smotefamily, FNN, C50","Rcpp, RcppArmadillo","testthat, knitr, rmarkdown",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.3
import,D:/software/R/R-3.6.3/library,1.1.0,NA,NA,NA,NA,knitr,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
ineq,D:/software/R/R-3.6.3/library,0.2-13,NA,R (>= 2.10.0),"stats, graphics, grDevices",NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.0
influenceR,D:/software/R/R-3.6.3/library,0.1.0,NA,R (>= 3.2.0),"igraph (>= 1.0.1), Matrix (>= 1.1-4), methods, utils",NA,testthat,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
ini,D:/software/R/R-3.6.3/library,0.3.1,NA,NA,NA,NA,testthat,NA,GPL-3,NA,NA,NA,NA,no,3.6.3
inline,D:/software/R/R-3.6.3/library,0.3.15,NA,R (>= 2.4.0),methods,NA,Rcpp (>= 0.11.0),NA,LGPL,NA,NA,NA,NA,no,3.6.3
inlinedocs,D:/software/R/R-3.6.3/library,2019.12.5,NA,"methods, utils, R (>= 2.9)",NA,NA,"future.apply, future",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
insight,D:/software/R/R-3.6.3/library,0.8.2,NA,R (>= 3.2),"methods, stats, utils",NA,"AER, afex, aod, BayesFactor, bayestestR, betareg, biglm,
blavaan, blme, brms, censReg, cgam, coxme, cplm, crch,
estimatr, feisr, fixest, gam, gamm4, gamlss, gbm, gee, geepack,
GLMMadaptive, glmmTMB, gmnl, HRQoL, httr, lavaan, lfe, logistf,
MASS, Matrix, MCMCglmm, mlogit, multgee, lme4, mgcv, nnet,
nlme, ordinal, panelr, plm, pscl, quantreg, rms, robustbase,
robustlmm, rstanarm, rstudioapi, speedglm, splines, statmod,
survey, survival, tripack, truncreg, testthat, VGAM, knitr,
rmarkdown, spelling",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
intergraph,D:/software/R/R-3.6.3/library,2.0-2,NA,NA,"network (>= 1.4-1-1), igraph (>= 0.6-0), utils",NA,"testthat, roxygen2, knitr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
interp,D:/software/R/R-3.6.3/library,1.0-33,NA,NA,"Rcpp (>= 0.12.9), deldir","Rcpp, RcppEigen","sp, Deriv",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
invgamma,D:/software/R/R-3.6.3/library,1.1,NA,NA,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
iplots,D:/software/R/R-3.6.3/library,1.1-7.1,NA,"R (>= 1.5.0), methods, rJava (>= 0.5-0)","grDevices, png",NA,"maps, MASS",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
ipred,D:/software/R/R-3.6.3/library,0.9-9,NA,R (>= 2.10),"rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",NA,"mvtnorm, mlbench, TH.data",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
ipumsr,D:/software/R/R-3.6.3/library,0.4.2,NA,NA,"cli, crayon, dplyr (>= 0.7.0), haven (>= 2.0.0), hipread (>=
0.2.0), pillar, purrr, R6, raster, readr, rlang, tibble,
tidyselect, xml2, Rcpp, zeallot",Rcpp,"DT, ggplot2, htmltools, knitr, rgdal, rmarkdown, rstudioapi,
scales, sf, sp, shiny, testthat, covr, biglm, DBI, RSQLite,
dbplyr",NA,Mozilla Public License 2.0,NA,NA,NA,NA,yes,3.6.3
ipw,D:/software/R/R-3.6.3/library,1.0-11,NA,R (>= 3.0.0),"MASS, nnet, survival, geepack, graphics, methods, stats",NA,"nlme, survey, boot",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
irace,D:/software/R/R-3.6.3/library,3.4.1,NA,R (>= 3.2.0),"stats, utils, compiler, R6",NA,"Rmpi (>= 0.6.0), parallel, knitr, testthat, withr, mlr (>=
2.15.0), ParamHelpers, devtools",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
IRanges,D:/software/R/R-3.6.3/library,2.20.2,NA,"R (>= 3.1.0), methods, utils, stats, BiocGenerics (>= 0.25.3),
S4Vectors (>= 0.23.22)",stats4,S4Vectors,"XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.6.2
IRdisplay,D:/software/R/R-3.6.3/library,0.7.0,NA,R (>= 3.0.1),"methods, repr",NA,"testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
irlba,D:/software/R/R-3.6.3/library,2.3.3,NA,Matrix,"stats, methods",Matrix,NA,NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
isa2,D:/software/R/R-3.6.3/library,0.3.5,NA,methods,"grDevices, lattice, stats, utils",NA,"igraph (>= 0.5.5), biclust",NA,CC BY-NC-SA 4.0,NA,NA,NA,NA,yes,3.6.3
ismev,D:/software/R/R-3.6.3/library,1.42,NA,"R (>= 2.10.0), mgcv",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
